id,Date,Comment,Usage,Label
861,20120603203220Z,hahaha you are a moron you say rose sucks but now you are basically saying they cannot win wo rose fuckkkinnngggg dumb asssssss,PrivateTest,1
862,20120601000701Z,just trade him now then you are just killing his trade value by letting him sit out weeks,PrivateTest,0
863,20120601163349Z,at least you didnt blame your brother lol,PrivateTest,0
864,20120601140545Z,bless you reverend,PrivateTest,0
865,20120531065746Z,fuck fuck fuck you mawe,PrivateTest,1
866,20120603174405Z,but you white people invaded took over enslaved abused ripped off murdered raped other countries since the beginning of timebut you want to keep so called white countries for white people while you control corrupt steal from and live in all the non white countriesxa are you nuts,PrivateTest,1
867,20120528181353Z,this shit fuckin corny af there are way better dances over there,PrivateTest,0
868,20120825051647Z,mohawk nationxablah blah blahyoure a bug on a surfboard,PrivateTest,1
869,20120824150410Z,uhhhh ven yourexafat xaget over yourself you will never make a living simply designing for barbiexa,PrivateTest,1
870,20120529103823Z,xaif it were your mom sister and wife it would be only one person,PrivateTest,1
871,20120601005808Z,morally bankruptnngod you are unbelievably stupid,PrivateTest,1
872,20120527161035Z,hahaha thats what you get,PrivateTest,0
873,20120529103613Z,shut up with your non purposeful existant you are just wasting oxygen,PrivateTest,1
874,20120602054538Z,done screwing your horsesister,PrivateTest,1
875,20120603173718Z,xatypical jew response suppress facts nazi youre the problems,PrivateTest,1
876,20120825072047Z,fundamental is derived straight from the latin origin saying its derived from the th century meaning is like saying the english words to found and foundation also secretly mean buttocks the relationship of modern languages to latin changed over time it was different in the th century than two hundred years earlierxa,PrivateTest,0
877,20120527070339Z,you guys should bomb a bentley next xa xafucking retards,PrivateTest,1
878,20120529163703Z,u can tell when niggas broke they try to go at real niggas to get on broke ass nigga thes shit sucks like hoesnxa,PrivateTest,0
879,20120531144639Z,dyosmeyu maria you are like a first year law student a little knowledge of law ang ingayingay na you talk of statutory construction as if you are an expert as if there is only one doctrine as if you really understand what you are talking about as if you are in the league of jpe as if jpe would mind your respect of him being diminishednnthe issue is simple did the former cj fail to submit a truthful complete saln corona said yes xanneven if you are the chief defender of excj corona i dont your little knowledge will save him you will argue a losing cause im sure you dont have the level of skills of j cuevas xa xaxa,PrivateTest,0
880,20120531075602Z,go away you overrated street walker nobody cares,PrivateTest,1
881,20120528233125Z,get some respect and morals while you are gone junior,PrivateTest,1
882,20120531031953Z,youre welcome,PrivateTest,0
883,20120601154245Z,xayour screen name says a lot about you,PrivateTest,0
884,20120602024012Z,you shall walk again,PrivateTest,0
885,20120602065910Z,someone is flagging me xathanks xayoure an idiot,PrivateTest,1
886,20120528100221Z,i heard they had to pump your mothers stomach after she ingested too much cum smhi told that whore to stop sucking off thexa neighborhood watch group lmfao,PrivateTest,1
887,20120531173201Z,xa logicxaxaxanhes coming off of an aclxa but if hes good then you are right,PrivateTest,0
888,20120529022714Z,yanksthruthicknthin you are welcome here anytime,PrivateTest,0
889,20120602033659Z,xayou are a good parent,PrivateTest,0
890,20120528004613Z,chinese please dont eat your own shit if you are hungry and dont eat some fetus theyre are human babies,PrivateTest,0
891,20120527025059Z,me neithershit was wack,PrivateTest,0
892,20120528001305Z,dude get the fuck out of hereyou ppl are stupid,PrivateTest,1
893,20120602024210Z,saying nuff said makes you an official ahole nuff said,PrivateTest,1
894,20120603045346Z,now kelly has two broken legs you are some stupid broad,PrivateTest,1
895,20120531045904Z,if you are the captain of a team you dont walk off the court before the game ends,PrivateTest,0
896,20120528181139Z,sell drugs and shoot people most black people are too ignorant to be saved at this point it must be hard to try and change stupid mother fuckers mustve been a nightmare for mlk,PrivateTest,0
897,20120527154909Z,an difficult journey isnt any less painful because you are told that there is some promised land off in the distance,PrivateTest,0
898,20120602222317Z,you guys are awesome d,PrivateTest,0
899,20120529031743Z,which team are you a fan of,PrivateTest,0
900,20120527204419Z,judeochristian nazisxaxa what the heck are you talking aboutxa,PrivateTest,0
901,20120602150623Z,fuck yea fuck all of you hatin on that fututre track astronaut status,PrivateTest,1
902,20120601181413Z,xamy first hour was damn good so i really dont think youre gonna cry d,PrivateTest,0
903,20120601120657Z,your use of leadership betrayed you,PrivateTest,0
904,20120528204353Z,you sound stupidxa,PrivateTest,1
905,20120531043514Z,vinnnieyou are the best rapper nnyout german fans,PrivateTest,0
906,20120528043418Z,nope not just you,PrivateTest,0
907,20120826195257Z,the exponential growth of government is destroying the economy xathe democratsxapoisonousxademagoguery has created the vast prison system the welfare rolls and a shrinking middle classnnpropaganda has the greatest effect on the least intelligent xathe class warfare rhetoric the myth of the rich stealing from the poor and the raised clinched fist has xasent societys dumb into the streets to take their fair share xathe net result of this is terror murder rape pillage and plunder xaalso these most unintelligent of the nation become a burden for the nation to cagennthe those of our society with a slightly higher iq accept the demented life of the welfare queen xathe life of the welfare class is one of drug addiction sexual depravity abortion as contraceptive obesity savage neighborhoods and roachinfested squalor xathe next level of the unintelligent is the middle class that become dependent on the government handoutsinstead of creating an income stream on their own xathe net result of this is that the middle class is only a few paychecks away from the slumsnnthe cancer of democrat crony republicanism you vote for me and i will send you a check is ruining the lesser gifted of america xathe smart shall always use their cunning to get what they want xathe vast lesser intelligent of this land has been damned by the democrat big government koolaid,PrivateTest,0
908,20120527155121Z,or you just may be high,PrivateTest,1
909,20120528204013Z,im sure shes gonna have butt cancer she almost had her hole stomach lining in the pool ol dirty ass bitch all in a public pool lmao at the whisper gross butt xa,PrivateTest,0
910,20120602093656Z,def thanks for the clarification a fine neighbour you are,PrivateTest,0
911,20120603203057Z,you are stupid,PrivateTest,1
912,20120602004013Z,yall must be geniuses becauae you know everything about everyone stop being ignorant root for your team or shut the hell up this isnt a debate fa ggots,PrivateTest,1
913,20120529022752Z,damn you mad son,PrivateTest,0
914,20120529010915Z,then you like draft dodging lying selfless lying clowns,PrivateTest,1
915,20120528064248Z,nigga took dat leprechaun in da hood shit to da heartn,PrivateTest,0
916,20120529013450Z,xanxaare you perhaps the former governor of california,PrivateTest,0
917,20120602163726Z,fuck off article by a fck offn,PrivateTest,1
918,20120603163526Z,your profile name ds describes you perfectlydumb s h i t,PrivateTest,1
919,20120527072603Z,watching real life has produced a nusubstantiated stand your ground murder and since we are all entitled to our opinion and free speech we have become human,PrivateTest,0
920,20120601033706Z,thank you so much for your reply,PrivateTest,0
921,20120602200952Z,and your point is,PrivateTest,0
922,20120528222735Z,you need to get out of the sun,PrivateTest,0
923,20120529131124Z,amercanaized moron check google maps then edit your crap post,PrivateTest,1
924,20120603041557Z,obama learned how to hate white people from jeramiah wright so his rabid niggerism needs to be fair game,PrivateTest,0
925,20120603210001Z,thats why you dont know sh it,PrivateTest,1
926,20120601160531Z,when you pay peanuts you get monkeys,PrivateTest,0
927,20120527140745Z,lol chell dave barb yall are crazy and i love you for it just dont do anything illegal or stupid cuz i will not visit your ass in jail i love you all and cant wait to hang you know when,PrivateTest,0
